resp_id,ques,segment,choice,service.1,service.2,service.3,reserve.1,reserve.2,reserve.3,enviro.1,enviro.2,enviro.3,price.1,price.2,price.3
17,4,non_basic,3,ext_int_det,ext,ext_int,no,no,yes,no,no,no,30,35,40
17,5,non_basic,3,ext_int_det,ext,ext_int_det,no,no,yes,no,yes,no,35,35,40
17,6,non_basic,3,ext,ext,ext_int_det,no,yes,no,yes,no,yes,40,35,35
17,7,non_basic,3,ext,ext_int_det,ext_int,yes,no,no,no,no,yes,40,40,35
17,8,non_basic,2,ext_int,ext_int_det,ext_int_det,no,yes,yes,no,yes,no,30,35,35
17,9,non_basic,2,ext_int,ext_int,ext,yes,yes,no,yes,yes,no,35,30,40
17,10,non_basic,3,ext_int,ext,ext_int_det,yes,yes,no,no,yes,yes,30,40,40
18,1,budget,2,ext_int,ext,ext_int,yes,no,no,no,yes,no,35,30,40
18,2,budget,2,ext,ext_int_det,ext,no,yes,no,yes,yes,no,40,40,40
18,3,budget,2,ext_int_det,ext,ext_int_det,no,yes,yes,no,yes,yes,35,40,35
18,4,budget,1,ext_int_det,ext_int_det,ext_int,no,no,yes,yes,yes,yes,35,40,30
18,5,budget,2,ext_int,ext,ext_int,yes,yes,yes,no,no,yes,40,35,35
18,6,budget,1,ext_int,ext_int,ext_int_det,no,yes,no,no,yes,yes,30,40,30
18,7,budget,2,ext_int_det,ext_int_det,ext_int_det,yes,yes,yes,no,yes,no,40,30,35
18,8,budget,3,ext_int,ext,ext_int,no,no,no,yes,no,yes,40,30,30
18,9,budget,3,ext_int_det,ext,ext_int_det,no,yes,yes,no,yes,no,30,35,30
18,10,budget,1,ext,ext_int_det,ext_int,no,no,no,yes,no,no,35,40,35
19,1,premium,3,ext,ext,ext,yes,yes,yes,yes,yes,no,30,40,40
19,2,premium,1,ext_int_det,ext_int,ext_int_det,yes,no,yes,yes,yes,yes,35,40,40
19,3,premium,1,ext_int_det,ext_int_det,ext_int,no,yes,yes,no,no,no,35,40,40
19,4,premium,3,ext_int,ext,ext_int_det,yes,yes,no,no,no,yes,35,35,35
19,5,premium,2,ext_int_det,ext_int,ext,no,yes,no,yes,yes,yes,30,30,35
19,6,premium,2,ext_int_det,ext_int_det,ext_int_det,yes,no,no,yes,no,yes,30,30,40
19,7,premium,1,ext_int,ext_int,ext_int,yes,no,no,no,no,no,30,40,35
19,8,premium,2,ext,ext_int_det,ext_int_det,yes,yes,no,no,no,no,30,35,40
19,9,premium,2,ext,ext_int,ext,no,no,no,no,yes,yes,40,35,40
19,10,premium,3,ext_int,ext,ext_int_det,yes,no,yes,yes,no,no,35,30,30
20,1,budget,1,ext_int_det,ext_int_det,ext_int_det,yes,yes,yes,yes,no,yes,30,30,40
20,2,budget,1,ext_int,ext_int,ext_int_det,yes,no,no,yes,no,no,30,40,35
20,3,budget,2,ext_int_det,ext_int_det,ext,no,yes,yes,yes,no,no,35,35,40
20,4,budget,1,ext_int,ext,ext,yes,no,yes,no,yes,no,30,35,30
20,5,budget,1,ext,ext,ext_int,no,no,no,no,yes,no,30,40,35
20,6,budget,2,ext_int_det,ext_int,ext,no,yes,no,no,no,no,30,35,35
20,7,budget,2,ext_int,ext_int,ext,no,yes,yes,yes,yes,yes,35,35,35
20,8,budget,1,ext,ext_int_det,ext_int,yes,no,yes,yes,yes,no,40,40,40
20,9,budget,1,ext_int,ext,ext,no,no,no,no,yes,no,30,30,40
20,10,budget,3,ext_int,ext_int_det,ext,yes,no,yes,yes,yes,no,40,30,35
21,1,non_basic,3,ext,ext_int,ext,no,yes,yes,no,yes,no,35,35,40
21,2,non_basic,3,ext_int_det,ext_int,ext_int,no,no,yes,yes,no,no,40,35,40
21,3,non_basic,2,ext_int,ext,ext_int,yes,yes,yes,yes,no,yes,40,35,30
21,4,non_basic,1,ext_int_det,ext,ext,yes,yes,no,yes,yes,yes,30,40,40
21,5,non_basic,1,ext,ext_int_det,ext_int,no,no,no,yes,no,yes,30,40,30
21,6,non_basic,1,ext,ext_int,ext,no,no,no,yes,no,no,35,40,30
21,7,non_basic,2,ext_int,ext_int_det,ext_int_det,yes,yes,no,no,no,yes,35,35,35
21,8,non_basic,3,ext,ext_int_det,ext,yes,no,yes,yes,no,yes,35,35,30
21,9,non_basic,1,ext,ext_int,ext_int_det,yes,no,no,no,yes,yes,30,40,30
21,10,non_basic,1,ext_int,ext,ext_int_det,no,no,no,yes,no,no,35,40,30
22,1,budget,3,ext_int,ext_int,ext,no,yes,no,no,no,yes,35,40,35
22,2,budget,2,ext,ext,ext_int_det,yes,yes,yes,yes,no,yes,35,30,35
22,3,budget,1,ext,ext,ext,yes,no,yes,yes,no,yes,30,30,40
22,4,budget,1,ext_int,ext_int,ext,yes,yes,yes,no,yes,no,30,35,35
22,5,budget,3,ext_int,ext_int,ext_int,yes,no,yes,yes,yes,no,40,30,35
22,6,budget,3,ext_int_det,ext_int,ext_int,yes,no,yes,no,no,yes,30,40,30
22,7,budget,3,ext_int,ext,ext,no,yes,no,no,no,yes,30,40,30
22,8,budget,1,ext_int_det,ext_int_det,ext_int_det,yes,no,yes,yes,no,no,30,40,40
22,9,budget,1,ext_int_det,ext_int,ext_int,yes,no,no,no,yes,yes,35,35,40
22,10,budget,2,ext_int_det,ext_int_det,ext_int_det,no,no,no,yes,yes,no,30,35,30
23,1,non_basic,1,ext,ext_int_det,ext_int,yes,yes,no,no,yes,yes,35,40,30
23,2,non_basic,3,ext_int_det,ext_int_det,ext_int_det,yes,no,yes,no,no,yes,35,30,30
23,3,non_basic,3,ext_int,ext_int,ext_int,no,no,yes,no,yes,no,35,40,35
23,4,non_basic,3,ext_int,ext,ext_int_det,yes,no,yes,no,no,yes,40,35,35
23,5,non_basic,2,ext_int,ext_int_det,ext,no,no,yes,yes,yes,no,35,35,30
23,6,non_basic,3,ext,ext_int,ext_int_det,yes,no,no,no,no,yes,40,30,30
23,7,non_basic,1,ext,ext,ext_int_det,yes,yes,no,yes,yes,no,30,35,40
23,8,non_basic,3,ext,ext,ext_int,yes,no,yes,yes,yes,yes,40,35,30
23,9,non_basic,1,ext_int_det,ext_int_det,ext_int,yes,no,no,no,no,no,30,35,40
23,10,non_basic,1,ext,ext_int,ext_int,no,yes,yes,yes,no,yes,40,30,40
24,1,budget,1,ext_int_det,ext,ext_int,yes,yes,no,no,yes,no,30,30,35
24,2,budget,3,ext_int,ext,ext_int_det,yes,no,yes,yes,yes,no,35,40,35
24,3,budget,2,ext_int,ext,ext,no,yes,no,yes,no,yes,35,30,30
24,4,budget,1,ext_int_det,ext_int,ext,yes,no,yes,yes,no,yes,30,40,35
24,5,budget,1,ext_int,ext_int_det,ext_int,yes,yes,yes,no,no,yes,30,40,40
24,6,budget,2,ext_int_det,ext_int,ext_int,no,no,yes,no,yes,no,30,30,40
24,7,budget,1,ext_int,ext_int,ext,yes,no,yes,yes,yes,yes,30,40,40
24,8,budget,2,ext_int_det,ext,ext,no,no,no,yes,no,yes,30,30,35
24,9,budget,1,ext_int_det,ext_int,ext_int_det,yes,no,no,yes,no,yes,35,30,35
24,10,budget,3,ext,ext_int_det,ext_int_det,yes,yes,no,no,yes,no,35,40,35
25,1,budget,1,ext_int,ext_int_det,ext_int_det,yes,no,yes,no,yes,yes,35,40,35
25,2,budget,3,ext_int,ext_int_det,ext_int,no,yes,yes,yes,no,no,35,35,30
25,3,budget,1,ext_int_det,ext_int_det,ext_int,yes,no,no,no,yes,no,30,35,30
25,4,budget,2,ext,ext,ext_int,yes,no,yes,no,yes,yes,35,30,40
25,5,budget,2,ext_int_det,ext,ext_int,no,no,no,no,no,yes,30,30,40
25,6,budget,3,ext_int_det,ext_int,ext_int,yes,yes,no,yes,no,no,40,40,35
25,7,budget,1,ext,ext_int,ext_int_det,no,yes,no,yes,yes,no,35,35,40
25,8,budget,1,ext_int_det,ext,ext_int,yes,yes,no,yes,no,no,30,40,40
25,9,budget,2,ext_int,ext,ext_int_det,no,yes,no,yes,yes,no,30,40,35
25,10,budget,1,ext_int,ext,ext,yes,yes,yes,yes,yes,yes,30,35,30
26,1,budget,3,ext_int,ext,ext_int_det,no,no,no,no,yes,no,35,40,30
26,2,budget,1,ext_int_det,ext,ext_int_det,yes,no,no,no,yes,yes,35,30,40
26,3,budget,2,ext_int_det,ext,ext,yes,yes,no,yes,yes,yes,40,30,35
26,4,budget,3,ext_int_det,ext_int,ext_int,no,no,yes,no,yes,yes,35,35,30
26,5,budget,2,ext_int,ext_int,ext_int_det,no,yes,yes,no,no,no,30,30,40
26,6,budget,1,ext_int_det,ext,ext,yes,yes,no,no,yes,no,30,35,30
26,7,budget,1,ext_int_det,ext_int,ext,yes,no,no,yes,no,no,35,40,35
26,8,budget,2,ext_int,ext,ext,yes,yes,yes,no,no,no,35,30,35
26,9,budget,3,ext_int_det,ext_int,ext_int,no,no,yes,yes,yes,yes,35,30,35
26,10,budget,3,ext,ext_int,ext_int_det,yes,yes,yes,yes,yes,yes,40,40,30
27,1,budget,3,ext,ext_int_det,ext_int_det,no,yes,no,yes,no,no,30,40,30
27,2,budget,1,ext_int_det,ext_int_det,ext_int_det,yes,no,yes,yes,yes,yes,35,30,40
27,3,budget,1,ext_int_det,ext_int,ext_int,yes,no,yes,no,yes,yes,30,35,35
27,4,budget,3,ext_int,ext,ext_int_det,yes,yes,yes,no,no,no,40,40,35
27,5,budget,2,ext,ext,ext_int_det,yes,yes,no,no,no,yes,35,30,40
27,6,budget,2,ext_int_det,ext_int,ext_int,no,no,no,no,no,yes,35,40,40
27,7,budget,3,ext_int,ext_int,ext,no,yes,yes,no,no,yes,30,35,30
27,8,budget,1,ext_int,ext,ext,yes,no,yes,yes,yes,yes,30,40,35
27,9,budget,2,ext_int,ext_int_det,ext,no,no,no,no,yes,no,35,35,40
27,10,budget,1,ext_int_det,ext,ext,yes,no,no,yes,no,no,30,30,35
28,1,non_basic,3,ext,ext,ext_int_det,yes,no,yes,yes,no,yes,35,40,40
28,2,non_basic,1,ext,ext_int_det,ext_int,yes,no,yes,yes,no,yes,30,40,35
28,3,non_basic,2,ext_int,ext_int_det,ext,no,no,no,yes,yes,yes,40,30,40
28,4,non_basic,1,ext_int_det,ext,ext,yes,yes,no,no,no,no,30,30,35
28,5,non_basic,1,ext_int,ext_int,ext_int,yes,yes,no,no,no,no,30,40,35
28,6,non_basic,2,ext,ext_int,ext,no,yes,yes,yes,yes,no,35,40,40
28,7,non_basic,1,ext_int_det,ext_int_det,ext,no,yes,no,yes,no,no,35,35,30
28,8,non_basic,2,ext_int,ext_int,ext_int,yes,no,no,yes,yes,no,30,30,40
28,9,non_basic,1,ext,ext_int,ext_int_det,yes,no,no,yes,no,no,40,30,35
28,10,non_basic,2,ext_int_det,ext_int_det,ext_int,no,yes,no,yes,no,yes,40,40,35
29,1,budget,2,ext_int_det,ext,ext_int,no,yes,yes,yes,yes,yes,35,40,40
29,2,budget,1,ext,ext,ext_int_det,yes,no,no,no,no,yes,40,40,30
29,3,budget,1,ext,ext_int,ext_int,yes,yes,no,no,yes,yes,30,35,35
29,4,budget,3,ext_int_det,ext,ext_int,yes,yes,no,yes,yes,yes,35,35,30
29,5,budget,2,ext_int_det,ext_int,ext_int_det,no,yes,no,no,no,no,30,30,40
29,6,budget,2,ext,ext_int_det,ext_int,no,yes,no,no,no,no,30,35,40
29,7,budget,2,ext,ext_int_det,ext,no,yes,no,yes,no,yes,40,30,30
29,8,budget,2,ext,ext_int,ext_int,no,yes,no,yes,yes,yes,35,30,40
29,9,budget,3,ext_int,ext,ext_int_det,no,no,yes,no,no,no,35,35,40
29,10,budget,2,ext_int_det,ext,ext_int_det,no,yes,yes,yes,yes,yes,40,30,40
30,1,non_basic,2,ext_int,ext_int,ext_int_det,no,yes,yes,yes,yes,yes,40,40,40
30,2,non_basic,1,ext_int,ext_int_det,ext_int_det,no,no,no,yes,yes,yes,30,40,35
30,3,non_basic,2,ext,ext_int,ext_int,yes,yes,yes,no,no,no,35,30,40
30,4,non_basic,3,ext_int_det,ext_int_det,ext,yes,no,no,no,no,yes,40,30,30
30,5,non_basic,1,ext_int,ext_int,ext_int,yes,no,no,yes,no,no,35,30,40
30,6,non_basic,2,ext_int_det,ext_int_det,ext_int,yes,no,no,no,no,yes,35,35,35
30,7,non_basic,3,ext,ext_int_det,ext,no,no,yes,no,no,no,40,40,40
30,8,non_basic,2,ext,ext,ext,no,yes,no,yes,no,no,35,30,35
30,9,non_basic,3,ext_int_det,ext,ext_int_det,yes,yes,yes,no,yes,yes,30,35,35
30,10,non_basic,3,ext,ext_int,ext,no,no,yes,yes,no,yes,40,35,30
31,1,non_basic,1,ext,ext_int,ext_int_det,no,no,yes,yes,no,no,35,40,35
31,2,non_basic,1,ext,ext,ext_int_det,yes,yes,no,yes,no,no,30,35,40
31,3,non_basic,3,ext,ext,ext_int,yes,no,yes,no,yes,yes,40,30,30
31,4,non_basic,2,ext,ext_int,ext_int_det,yes,yes,no,no,no,yes,30,30,30
31,5,non_basic,3,ext_int_det,ext_int,ext,no,yes,yes,yes,no,yes,40,35,40
